smiles,id-num,vina_affinity,boltz_affinity_kcalmol,avg_affinity_pred_value,avg_affinity_probability_binary,combined_score
CC(=O)NCCNc1nc(Nc2ccc(C)cc2O)c2cnn(C)c2n1,71,-9.083,6.883926036596299,0.9531334042549132,0.2009872198104858,-7.983463018298149
CCCCCNc1nc(Nc2ccc(O)cc2)c2cnn(C)c2n1,164,-8.474,7.489578954935074,0.5091063380241394,0.2760177205006281,-7.981789477467537
COC(=O)CCCNc1nc(-c2ccc(Cl)cc2)nc2c1CCCC2,161,-8.876,7.048448589722316,0.8325156966845194,0.1068409159779548,-7.962224294861158
Cc1c(Cl)cccc1Nc1nc(NCCCO)nc2c1cnn2C,179,-8.502,7.421049155791602,0.5593481262524923,0.2080214867989222,-7.961524577895801
CCN(CC)CCNc1nc(Nc2ccc(C)cc2O)c2cnn(C)c2n1,115,-8.479,7.441474610567093,0.5443734526634216,0.1881682028373082,-7.960237305283546
COc1ccc(Nc2nc(NCC(C)O)nc3c2cnn3C)c(OC)c1,148,-8.162,7.756538713892302,0.313388039668401,0.2001414944728215,-7.959269356946152
COc1ccc(Nc2nc(NCC3CCCO3)nc3c2cnn3C)cc1,152,-8.845,7.0713107359409335,0.8157545924186707,0.2322656561930974,-7.958155367970467
COc1ccc(Nc2nc(NCCO)nc3c2cnn3C)cc1,251,-8.129,7.783866872111957,0.2933527330557505,0.3116451203823089,-7.956433436055978
CC(C)CCNc1nc(Nc2ccc(I)cc2)c2cnn(C)c2n1,185,-8.635,7.274883929332098,0.6665073831876119,0.2905340194702148,-7.954941964666049
COCCCNc1nc(Nc2ccc(Br)c(C)c2C)c2cnn(C)c2n1,118,-8.448,7.4552176733414335,0.534297893444697,0.2459306567907333,-7.951608836670717
Cc1ccc(Nc2nc(NCCC(C)C)nc3c2cnn3C)cc1,31,-8.717,7.183541116714478,0.7334742546081543,0.2719852377971013,-7.950270558357239
CCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,12,-8.405,7.493775861501694,0.5060294270515442,0.3151372124751408,-7.949387930750847
COCCNc1nc(Nc2cc(Cl)c(Cl)cc2Cl)c2cnn(C)c2n1,167,-8.24,7.656847169399262,0.3864756822586059,0.2453700055678685,-7.948423584699631
CC(C)CCNc1nc(Nc2cc(Cl)c(Cl)cc2Cl)c2cnn(C)c2n1,48,-8.666,7.218561015566191,0.7077998419602712,0.1489924043416977,-7.942280507783096
COc1ccc(Nc2nc(NCCO)nc3nccnc23)cc1,153,-8.046,7.833102904086313,0.2572559354205926,0.6733930110931396,-7.9395514520431565
COCCCNc1nc(Nc2ccc(F)cc2Cl)c2cnn(C)c2n1,187,-8.336,7.536315414428712,0.4748420715332031,0.1884768952926,-7.936157707214356
COCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,34,-8.278,7.582549990932147,0.4409457544485728,0.2437065988779068,-7.930274995466074
CCCCCNc1nc(Nc2ccccc2O)c2cnn(C)c2n1,170,-8.387,7.45602174439033,0.5337083985408148,0.3442023297150929,-7.9215108721951655
COCCNc1nc(Nc2ccc(Br)c(C)c2C)c2cnn(C)c2n1,112,-8.571,7.264775605638823,0.6739181776841482,0.1749401415387789,-7.917887802819411
COc1ccc(Nc2nc(NCCN(C)C)nc3nccnc23)cc1,54,-8.308,7.523118929723899,0.4845169136921565,0.6677151918411255,-7.91555946486195
COc1ccc(Nc2nc(NCc3ccccc3)c3nccnc3n2)cc1,113,-9.242,6.581194211483002,1.1750775575637815,0.2747738460699717,-7.911597105741501
CC(C)CCNc1nc(Nc2ccc(Br)cc2)c2cnn(C)c2n1,135,-8.699,7.123566675265631,0.7774437864621481,0.2649731735388438,-7.911283337632815
CCCCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,37,-8.434,7.384359123031299,0.5862469772497813,0.2412878225247065,-7.909179561515649
COc1ccc(Nc2nc(NCC3CCCO3)nc3c2cnn3C)c(OC)c1,241,-8.463,7.354618500987689,0.6080509523550669,0.2443597018718719,-7.908809250493844
CCOCCCNc1nc(Nc2ccccc2C#N)c2cnn(C)c2n1,240,-8.238,7.579285658001901,0.4433389604091644,0.1960423241058985,-7.90864282900095
CCCCNc1nc(Nc2ccccc2Br)c2cnn(C)c2n1,166,-8.316,7.50008181754748,0.5014062921206156,0.3381388535102208,-7.90804090877374
Cc1ccc(Nc2nc(NCCCN(C)C)nc3nccnc23)cc1,49,-8.168,7.631841217637063,0.4048084914684295,0.7137996554374695,-7.899920608818531
CCCCNc1nc(Nc2ccc(Cl)cc2Cl)c2cnn(C)c2n1,91,-8.584,7.2145005993843085,0.710776686668396,0.2396102547645568,-7.899250299692154
CCCCCNc1nc(Nc2ccc(I)cc2)c2cnn(C)c2n1,123,-8.532,7.263413208564123,0.6749170025189718,0.3150868117809295,-7.897706604282062
Cc1ccccc1Nc1nc(NCCCN(C)C)nc2c1cnn2C,201,-8.982,6.808380336284638,1.0085188150405884,0.2646083335081736,-7.895190168142319
CCOCCCNc1nc(Nc2ccccc2Br)c2cnn(C)c2n1,264,-8.341,7.437840711593629,0.5470376014709473,0.2133773416280746,-7.889420355796814
Cc1ccc(Nc2nc(NCC(C)C)nc(N)c2[N+](=O)[O-])cc1,156,-8.314,7.444645583152772,0.5420486927032471,0.4771127204100291,-7.879322791576386
CC(C)CCNc1nc(Nc2ccc(F)c(Cl)c2)c2cnn(C)c2n1,263,-8.579,7.178557869434357,0.7371276617050171,0.210688238342603,-7.878778934717179
OCCN1CCCC(CNc2cc(-c3ccccc3)nc3ccnn23)C1,88,-8.438,7.308792406479518,0.6416477958361307,0.2438192814588546,-7.873396203239759
CCCCCNc1nc(Nc2ccc(F)cc2Cl)c2cnn(C)c2n1,258,-8.299,7.440952659845353,0.5447561144828796,0.2115486810604731,-7.869976329922676
COCCNc1nc(Nc2ccc(C)cc2Br)c2cnn(C)c2n1,188,-8.185,7.553196218113104,0.4624661157528559,0.301614910364151,-7.869098109056552
CC(C)CCNc1nc(Nc2ccc(F)c(F)c2)c2cnn(C)c2n1,119,-8.667,7.068962038993836,0.8174765110015869,0.1434226607282956,-7.867981019496918
OCCCNc1nc(Nc2ccc(F)cc2F)nc2ccccc12,18,-9.001,6.727451443274817,1.0678508480389912,0.2708095262447993,-7.864225721637409
CC(C)CCNc1nc(Nc2cccc(F)c2)c2cnn(C)c2n1,200,-8.406,7.307422651688258,0.6426520148913065,0.2163115441799163,-7.856711325844129
CCCCNc1nc(Nc2ccc(C(C)=O)cc2)c2cnn(C)c2n1,270,-8.312,7.396778393030167,0.5771419405937195,0.2183233499526977,-7.854389196515083
COCCNc1nc(Nc2ccc(F)c(F)c2F)c2cnn(C)c2n1,26,-8.415,7.289035243749619,0.6561325192451477,0.1440206343928972,-7.8520176218748094
CCN(CC)CCNc1nc(Nc2ccc(I)cc2)c2cnn(C)c2n1,150,-7.566,8.135697129398585,0.0354126617312431,0.2397906432549158,-7.850848564699293
CCCCCNc1nc(Nc2cc(Cl)c(Cl)cc2Cl)c2cnn(C)c2n1,165,-8.545,7.156174476146698,0.7535377740859985,0.1400421410799026,-7.850587238073349
Cc1ccc(Nc2nc(NCC3CCCO3)nc(N)c2[N+](=O)[O-])cc1,4,-8.761,6.9372441971302035,0.9140438437461852,0.304269219438235,-7.849122098565101
CC(C)CCNc1nc(Nc2ccc(Cl)cc2Cl)c2cnn(C)c2n1,63,-8.529,7.1652708089351655,0.746868908405304,0.1868247091770172,-7.847135404467583
CCCCNc1nc(Nc2ccccc2O)c2cnn(C)c2n1,8,-8.201,7.490681013504664,0.508298377195994,0.2278150866429011,-7.8458405067523325
Cc1cc(Br)ccc1Nc1nc(NCCCN(C)C)nc2c1cnn2C,70,-8.376,7.312884258945784,0.6386479039986929,0.2898806383212407,-7.844442129472892
COCCNc1nc(Nc2ccccc2C)c2cnn(C)c2n1,35,-8.673,7.01466355419159,0.8572847843170166,0.1796662857135137,-7.8438317770957955
OCCCNc1nc(Nc2ccc(F)cc2)nc2ccccc12,7,-8.784,6.896442122220994,0.9439573884010316,0.3527230521043141,-7.840221061110498
CCCNc1nc(Nc2ccc(C(C)=O)cc2)c2cnn(C)c2n1,117,-8.236,7.441849000453949,0.544098973274231,0.2557744930187861,-7.838924500226975
Cc1c(Cl)cccc1Nc1nc(NCCOC(C)C)nc2c1cnn2C,209,-8.742,6.935685418128968,0.915186643600464,0.2059321055809656,-7.838842709064485
COCCNc1nc(Nc2ccc(Br)cc2C)c2cnn(C)c2n1,281,-8.427,7.242530193249385,0.6902271310488383,0.2026208018263181,-7.834765096624692
CC(C)OCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,242,-8.595,7.074007860740027,0.813777228196462,0.1933299352725347,-7.834503930370014
Cc1cccc(Nc2nc(NCC3CCCO3)nc(N)c2[N+](=O)[O-])c1,149,-8.712,6.956523636738459,0.8999093572298685,0.2542056143283844,-7.83426181836923
CCOCCCNc1nc(Nc2ccc(F)cc2Cl)c2cnn(C)c2n1,277,-8.384,7.284246901432673,0.6596430341402689,0.1473658680915832,-7.834123450716337
COCCCNc1nc(Nc2ccc(C)cc2O)c2cnn(C)c2n1,19,-8.162,7.505241216421128,0.4976237416267395,0.1982768128315607,-7.833620608210564
COCCNc1nc(Nc2ccccc2O)c2cnn(C)c2n1,17,-8.278,7.387824986934662,0.5837060213088989,0.1990198840697606,-7.832912493467331
CC(C)CCNc1nc(Nc2ccc(F)cc2)c2cnn(C)c2n1,171,-8.522,7.142454841534297,0.7635961572329203,0.2144437730312347,-7.832227420767149
CCCOCCNc1cc(-c2ccc(F)cc2)nc2ccnn12,160,-7.924,7.737692444602649,0.3272049526373545,0.32969664533933,-7.830846222301325
Cc1ccc(Nc2nc(NCCOC(C)C)nc3c2cnn3C)cc1,203,-8.626,7.0321781716346745,0.8444441556930542,0.2453691711028417,-7.829089085817337
CCCCCNc1nc(Nc2ccc(Cl)cc2C)c2cnn(C)c2n1,108,-8.395,7.259965362936259,0.6774447485804558,0.2382595092058181,-7.82748268146813
CCCCCNc1nc(Nc2cc(C)c(C)cc2Br)c2cnn(C)c2n1,243,-8.84,6.809558383941651,1.007655143737793,0.2253995885451634,-7.824779191970825
CCCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,38,-8.274,7.372663131475449,0.5948217511177063,0.2198332250118255,-7.823331565737725
COCCNc1nc(Nc2ccccc2F)c2cnn(C)c2n1,245,-8.257,7.388801896572113,0.5829898118972778,0.1672697812318802,-7.8229009482860565
COc1ccc(OC)c(Nc2nc(NCCO)c3ccccc3n2)c1,261,-8.651,6.987220734834671,0.8774041533470154,0.1693021804094314,-7.819110367417336
c1ccc(Nc2nc(NCc3cccnc3)nc(N3CCCC3)n2)cc1,257,-9.095,6.538567124764125,1.206329087416331,0.2826830645402272,-7.816783562382063
Cc1ccccc1Nc1nc(NCc2ccc(Cl)cc2)nc(N(C)C)n1,252,-9.251,6.381432938575745,1.3215301036834717,0.2726084540287654,-7.816216469287872
COc1ccc(Nc2nc(NCCCO)nc3c2cnn3C)cc1,65,-8.095,7.534102977514268,0.4764640927314758,0.2945320308208465,-7.814551488757134
COCCNc1nc(Nc2ccccc2)c2nccnc2n1,178,-8.146,7.480751077175141,0.5155783891677856,0.5395910739898682,-7.813375538587571
CCCCCNc1nc(Nc2ccccc2OC)c2cnn(C)c2n1,131,-8.485,7.135873519897461,0.7684211730957031,0.2068239003419876,-7.810436759948731
CC(O)CNc1nc(Nc2ccc(OC(C)C)cc2)c2cnn(C)c2n1,180,-8.404,7.212316834529242,0.712377687295278,0.2107890546321869,-7.808158417264621
COc1ccc(Nc2nc(NCCNC(C)=O)nc3c2cnn3C)cc1,238,-8.681,6.905126883586249,0.9375902613004048,0.2399840007225672,-7.793063441793124
COCCCNc1nc(Nc2ccc(C)cc2C)c2cnn(C)c2n1,129,-8.725,6.860675245761872,0.9701794385910034,0.1994287321964899,-7.792837622880936
COCCCNc1nc(Nc2ccc(Cl)cc2C)c2cnn(C)c2n1,122,-8.419,7.152705346663794,0.7560811241467794,0.2224667916695276,-7.785852673331897
CCc1ccc(Nc2nc(NCCN(C)C)nc3c2cnn3C)cc1,265,-8.484,7.079543194214503,0.8097190658251444,0.2147890329360962,-7.781771597107252
OCC1CCCCN1CCNc1cc(-c2ccc(F)cc2)nc2ccnn12,147,-8.641,6.91832388997078,0.9279150366783142,0.215671901901563,-7.77966194498539
COc1ccc(Nc2nc(NCCC(C)C)nc3c2cnn3C)cc1,182,-8.181,7.375399158676467,0.5928158660729727,0.252972016731898,-7.778199579338233
c1ccc(Nc2nc(NCc3ccncc3)nc(N3CCCC3)n2)cc1,274,-8.977,6.572389883836111,1.181532343228658,0.2847082366545995,-7.774694941918056
COCCCNc1nc(Nc2ccccc2C)c2cnn(C)c2n1,177,-8.454,7.090002696434657,0.8020508090655009,0.1700457980235417,-7.772001348217328
Cc1ccc(CNc2nc(NCCO)nc3c2cnn3C)cc1,172,-8.596,6.93372962053617,0.9166205128033956,0.2101268122593561,-7.764864810268085
CCCCCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,233,-8.575,6.954433367729187,0.9014418125152588,0.2174914528926213,-7.764716683864593
COc1ccc(CNc2nc(Nc3ccccc3C)ncc2[N+](=O)[O-])cc1,273,-8.967,6.557527919689814,1.192428211371104,0.3991044064362843,-7.7622639598449075
CCc1ccc(Nc2nc(NCCOC(C)C)nc3c2cnn3C)cc1,266,-8.632,6.879630349636078,0.9562827348709106,0.2501591791709264,-7.755815174818039
OCCNc1nc(NCC2CCCO2)c2ccccc2n1,103,-8.354,7.155309205969176,0.7541721363862356,0.2260515689849853,-7.754654602984587
COc1ccc(Nc2nc(NCCCO)nc3nc[nH]c23)cc1,32,-7.676,7.827042581275106,0.2616989873349666,0.6817304889361063,-7.7515212906375535
Cc1ccc(Nc2nc(NCCOC(C)C)nc3c2cnn3C)c(C)c1,289,-8.675,6.815468432505926,1.0033222635587056,0.249432827035586,-7.745234216252964
CCCCNc1nc(Nc2ccc(C)cc2C)c2cnn(C)c2n1,90,-8.626,6.861097508231799,0.9698698620001476,0.2714006801446278,-7.743548754115899
CC(C)CCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,24,-8.222,7.234956189632416,0.6957799196243286,0.2267193645238876,-7.728478094816207
Cc1cc(Cl)ccc1Nc1nc(NCCOC(C)C)nc2c1cnn2C,190,-8.476,6.979962936878205,0.8827251195907593,0.2118819604317347,-7.727981468439102
CCCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,77,-8.521,6.918268849372864,0.9279553890228271,0.2364728450775146,-7.719634424686433
Cc1cccc(Nc2nc(NCCN(C)C)nc(N(C)C)n2)c1C,267,-8.368,7.061374166826408,0.8230394671360651,0.1837835957606633,-7.714687083413204
CCCCCCNc1nc(Nc2ccccc2C#N)c2cnn(C)c2n1,86,-8.263,7.164608763496081,0.7473542789618174,0.3083106180032094,-7.713804381748041
CCCCCNc1nc(Nc2ccccc2C)c2cnn(C)c2n1,36,-8.975,6.437994131247202,1.2800629536310832,0.2859600186347961,-7.706497065623601
CCCCNc1nc(Nc2ccc(Cl)cc2C)c2cnn(C)c2n1,89,-8.663,6.74509042374293,1.0549190441767375,0.2834861973921458,-7.704045211871465
COCCCNc1nc(Nc2ccc3c(c2)OCCO3)c2cnn(C)c2n1,47,-8.421,6.9851606690486285,0.8789144655068716,0.271270011862119,-7.703080334524314
CN(C)CCCNc1nc(-c2ccc(Cl)cc2)nc2c1CCC2,39,-7.814,7.591277687554559,0.4345471498866876,0.1115215644240379,-7.7026388437772795
c1ccc(Nc2nc(NCc3ccco3)nc(N3CCCCC3)n2)cc1,158,-8.862,6.532624339103699,1.210685968399048,0.4161508431037267,-7.69731216955185
Cc1c(Cl)cccc1Nc1nc(NCCCOC(C)C)nc2c1cnn2C,278,-8.797,6.596295335292817,1.1640063524246216,0.2225512613852819,-7.696647667646409
COc1ccc(CNc2nc(Nc3cccc(Cl)c3Cl)c3cnn(C)c3n2)cc1,205,-9.629,5.761711632569631,1.7758712371190388,0.2491641218463579,-7.695355816284815
COCCCNc1nc(Nc2ccc(Cl)cc2Cl)c2cnn(C)c2n1,121,-8.019,7.362211108922959,0.6024845242500305,0.2470844636360804,-7.690605554461479
COCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,15,-8.044,7.32759438041846,0.6278633574644724,0.2107998132705688,-7.685797190209231
CCCCCNc1nc(Nc2ccc(O)cc2C)c2cnn(C)c2n1,279,-8.206,7.1621085355281835,0.7491872906684875,0.2961436808109283,-7.6840542677640915
Cc1ccc(Nc2nc(NCC3CCCO3)nc(N)c2[N+](=O)[O-])cc1C,30,-8.856,6.501377214431763,1.2335944175720217,0.2958620091279347,-7.678688607215881
COCCCNc1nc(Nc2ccccc2Cl)c2cnn(C)c2n1,176,-8.1,7.232502235333125,0.697579006354014,0.1951602548360824,-7.666251117666562
CCOc1ccc(Nc2nc(NCC3CCCO3)nc3c2cnn3C)cc1,236,-8.776,6.548810665130616,1.1988191604614258,0.2158571928739547,-7.662405332565308
CCCCNc1nc(Nc2ccccc2C)c2cnn(C)c2n1,76,-8.735,6.572722458044688,1.181288520495097,0.2365262657403946,-7.653861229022343
OCCOCCNc1nc(-c2ccc(Cl)cc2)nc2c1CCCC2,82,-8.224,7.0650307961304994,0.8203586538632711,0.0574840679764747,-7.64451539806525
OCCCNc1nc(Nc2ccccc2)nc2ccccc12,41,-8.654,6.617779108842215,1.148255785306295,0.3829454084237416,-7.635889554421107
COc1ccc(Nc2nc(NCC3CCCO3)nc(N)c2[N+](=O)[O-])cc1,98,-8.606,6.664278359889985,1.114165425300598,0.2442847341299057,-7.635139179944993
CCCCCNc1nc(Nc2ccc(C)cc2C)c2cnn(C)c2n1,107,-8.702,6.56727539006869,1.185281972090403,0.2707778910795848,-7.634637695034344
CCCCCNc1nc(Nc2cc(C)c(Br)cc2C)c2cnn(C)c2n1,155,-8.654,6.6114903072516125,1.1528663436571758,0.2790478120247523,-7.632745153625806
CCCNc1nc(Nc2ccc(CC)cc2)c2cnn(C)c2n1,136,-8.507,6.7494501756827034,1.0517227451006572,0.2484023869037628,-7.628225087841352
CCCNc1nc(Nc2ccc(C(=O)OC)cc2)c2cnn(C)c2n1,222,-8.262,6.985923771301906,0.8783550063769022,0.2008732805649439,-7.623961885650953
Cc1cc(Br)ccc1Nc1nc(NCCOC(C)C)nc2c1cnn2C,239,-8.369,6.863272235155106,0.9682754874229432,0.2384565422932306,-7.616136117577553
OCCOCCNc1nc(-c2ccc(Cl)cc2)nc2c1CCC2,248,-7.88,7.350341906150183,0.6111862858136495,0.0906460657715797,-7.615170953075092
COCCCNc1nc(Nc2ccccc2O)c2cnn(C)c2n1,127,-8.255,6.935673250118891,0.9151955644289652,0.3407019972801208,-7.595336625059446
CC(C)OCCNc1nc(Nc2cc(Cl)c(Cl)cc2Cl)c2cnn(C)c2n1,232,-8.462,6.726887839476268,1.0682640473047893,0.1291886990269025,-7.594443919738134
CCCCCNc1nc(Nc2ccc(Cl)cc2Cl)c2cnn(C)c2n1,106,-8.106,7.043607672929764,0.8360647559165955,0.2248466908931732,-7.574803836464882
COc1ccc(Nc2nc(NCC(C)C)nc(N)c2[N+](=O)[O-])cc1,250,-7.834,7.303958901604018,0.6451914211114248,0.4457552333672841,-7.568979450802009
COCCCNc1nc(Nc2ccc(I)cc2)c2cnn(C)c2n1,230,-7.478,7.639922226190568,0.3988839983940124,0.2672075132528941,-7.558961113095284
COc1ccc(Oc2nc(SCc3ccccc3)nc3ccsc23)cc1,93,-9.058,6.030807907104492,1.5785865783691406,0.2598097225030263,-7.544403953552246
CCOCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,57,-7.952,7.1170731313228615,0.7822044491767883,0.2286600122849146,-7.534536565661431
CCCCCNc1nc(Nc2ccc(F)cc2)c2cnn(C)c2n1,218,-8.115,6.944305545409521,0.9088669021924336,0.2139104753732681,-7.529652772704761
CCC(CNc1cc(-c2ccccc2)nc2ccnn12)OC,96,-8.428,6.506011952559153,1.230196515719096,0.2864749133586883,-7.467005976279577
COCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,40,-8.005,6.920036788066229,0.9266592462857564,0.1973952998717626,-7.462518394033115
CCCCCCNc1nc(Nc2ccccc2C)c2cnn(C)c2n1,234,-8.517,6.379278821388881,1.3231093684832256,0.2846872508525848,-7.44813941069444
COCCNc1nc(Nc2ccccc2OC)c2cnn(C)c2n1,220,-8.256,6.637025269349417,1.134145696957906,0.1808002839485804,-7.446512634674709
CCCCNc1nc(Nc2ccc(Br)cc2C)c2cnn(C)c2n1,144,-8.259,6.627879695415498,1.1408506631851196,0.2763726711273193,-7.443439847707749
COc1ccc(Nc2nc(NCC(C)C)nc3c2cnn3C)c(OC)c1,157,-8.147,6.732584202607474,1.0640878280003865,0.2562655160824458,-7.439792101303738
CCCCNc1nc(Nc2ccccc2OC)c2cnn(C)c2n1,104,-8.364,6.498238626639048,1.2358954350153606,0.2422907501459121,-7.431119313319524
COc1ccc(Nc2nc(NCCO)c3nccnc3n2)c(OC)c1,85,-8.386,6.460360397179922,1.2636653979619343,0.2205666055281957,-7.423180198589961
c1ccc(Nc2nc(NCc3ccncc3)nc(N3CCCCCC3)n2)cc1,272,-7.32,7.5015101630687715,0.5003591179847717,0.2916716287533442,-7.410755081534386
CCOCCCNc1cc(C(C)C)nc2nc(-c3cccnc3)nn12,189,-7.94,6.875894811193149,0.9590213994185128,0.1367044461270173,-7.407947405596575
COc1ccc(Nc2nc(NCCO)c3nccnc3n2)cc1,53,-8.16,6.645332849502564,1.1280550956726074,0.2719769378503163,-7.402666424751282
C=CCNc1nc(Nc2ccc(OC)cc2OC)c2cnn(C)c2n1,256,-8.113,6.6675646982193,1.1117560863494873,0.2721629391113917,-7.39028234910965
CCOCCCNc1nc(Nc2ccccc2O)c2cnn(C)c2n1,102,-8.019,6.6932567062377935,1.0929203033447266,0.1945661654074987,-7.356128353118897
COCCCNc1nc(Nc2ccccc2OC)c2cnn(C)c2n1,130,-7.84,6.867803883949915,0.9649531642595928,0.1777929613987604,-7.353901941974957
CCCCCCNc1nc(Nc2ccccc2)c2cnn(C)c2n1,280,-8.078,6.606769959449768,1.1563270092010498,0.3259125053882599,-7.3423849797248835
COCCNc1nc(Nc2ccc(OC)cc2OC)c2cnn(C)c2n1,97,-7.616,7.058843484958014,0.8248948057492574,0.1690024783213933,-7.337421742479007
CCCCNc1nc(Nc2ccc(OC)cc2OC)c2cnn(C)c2n1,154,-8.105,6.408220555305482,1.3018910884857178,0.2641879916191101,-7.256610277652741
COc1ccc(CNc2nc(NCCO)c3nccnc3n2)cc1,133,-8.024,6.313343410015107,1.3714491128921509,0.1915791680415471,-7.168671705007553
COC(CNc1nc(-c2ccc(Cl)cc2)nc2c1CCC2)OC,137,-7.963,6.306009216467539,1.3768260876337688,0.0899218296011288,-7.13450460823377
COC(CNc1nc(-c2ccc(C)cc2)nc2c1CCC2)OC,138,-7.963,6.2438707391421,1.422382156054179,0.0840972363948822,-7.10343536957105
c1ccc(Nc2nc(NCc3cccnc3)nc(N3CCCCCC3)n2)cc1,290,-7.434,6.50343734796842,1.232084055741628,0.2534792969624201,-6.96871867398421
CNS(=O)(=O)CCNc1nc(-c2ccco2)nc2c1CCNCC2,99,-6.18,7.112869774897894,0.7852860887845358,0.0805319522817929,-6.646434887448947
COC(CNc1nc(-c2ccccc2)nc2c1CCC2)OC,276,-7.883,5.254246317068737,2.147913257280986,0.1171133344372113,-6.568623158534368
COCCCNc1nc(Nc2cc(F)ccc2F)c2cnn(C)c2n1,291,-8.548,,,,
Cc1ccc(Nc2nc(NCCCN(C)C)nc3c2cnn3C)c(O)c1,292,-8.669,,,,
CCCCCCNc1nc(Nc2cc(C)c(C)cc2Br)c2cnn(C)c2n1,293,-8.746,,,,
COc1ccc(Nc2nc(NCc3ccccc3)nc3c2cnn3C)cc1,294,-9.252,,,,
Cc1ccc(Nc2nc(NCc3ccc(F)cc3)nc(N(C)C)n2)cc1F,295,-9.426,,,,
CCc1ccc(Nc2nc(NCCCO)nc3c2cnn3C)cc1,296,-8.038,,,,
